가게 이름,업종구분,주소,URL
놉스 사당점,"스테이크,립",서울 동작구 동작대로5길 8 1층,https://pcmap.place.naver.com/restaurant/1231594896/review/visitor#
노량진수산시장 독도수산,생선회,"서울 동작구 노들로 674 노량진수산시장 1층 2호, 3호, 4호",https://pcmap.place.naver.com/restaurant/1822334614/review/visitor#
시선 이수역점,이자카야,"서울 동작구 동작대로27가길 40 1층, 2층",https://pcmap.place.naver.com/restaurant/1177065734/review/visitor#
유미카츠 이수방배점,돈가스,서울 동작구 동작대로27길 18 2층,https://pcmap.place.naver.com/restaurant/1981717867/review/visitor#
김종구참치박사,생선회,서울 동작구 동작대로 25-1,https://pcmap.place.naver.com/restaurant/37853724/review/visitor#
우리회포차 사당점,생선회,서울 동작구 사당로30길 148 1층,https://pcmap.place.naver.com/restaurant/1153797725/review/visitor#
애플하우스,떡볶이,서울 동작구 동작대로27다길 29 2층,https://pcmap.place.naver.com/restaurant/12873924/review/visitor#
피쉬회포차 사당점,생선회,서울 동작구 동작대로7길 7 1층,https://pcmap.place.naver.com/restaurant/304489414/review/visitor#
88수산,킹크랩요리,서울 동작구 노들로 688 신건물 2층 활어 2-15,https://pcmap.place.naver.com/restaurant/1531407721/review/visitor#
한울갈비,"육류,고기요리","서울 동작구 동작대로1길 9 1층 / 2층, 1. 2호선 8번 출구로 나오신 후 좌측 골목 20m 전방 좌측에 위치2. 4호선 9번 출구로 나오신 후 롯데마트 앞 우측 골목",https://pcmap.place.naver.com/restaurant/36341235/review/visitor#
해태기아,생선회,서울 동작구 노들로 674 노량진수산시장 1층 활어 33호.34호 (해태기아),https://pcmap.place.naver.com/restaurant/1265900768/review/visitor#
디퍼댄와인 사당점,요리주점,서울 동작구 동작대로1길 8 3층,https://pcmap.place.naver.com/restaurant/1602026142/review/visitor#
해물한소반 사당직영점,"아귀찜,해물찜",서울 동작구 동작대로1길 18,https://pcmap.place.naver.com/restaurant/32839660/review/visitor#
바다사랑,생선회,서울 동작구 동작대로1길 10-16 1층,https://pcmap.place.naver.com/restaurant/19963969/review/visitor#
일성수산,생선회,서울 동작구 노들로 674 신건물 1층 남1문 옆 활어8번,https://pcmap.place.naver.com/restaurant/37257157/review/visitor#
구월,생선회,"서울 동작구 노량진로 147 1층 , 지하1층",https://pcmap.place.naver.com/restaurant/1117191485/review/visitor#
땅끝마을,생선회,서울 동작구 노들로 674 1층 42호 43호,https://pcmap.place.naver.com/restaurant/13550861/review/visitor#
신남도수산 노량진수산시장횟집,생선회,서울 동작구 노들로 674,https://pcmap.place.naver.com/restaurant/1611105760/review/visitor#
충남미림,생선회,서울 동작구 노들로 674 노량진수산물도매시장 노량진동 1층 152호,https://pcmap.place.naver.com/restaurant/1052612425/review/visitor#
사이집 사당본점,"육류,고기요리",서울 동작구 동작대로9길 10 1층,https://pcmap.place.naver.com/restaurant/1766140389/review/visitor#
청해진,생선회,서울 동작구 노들로 674 노량진수산시장 신관 2층 20호 청해진,https://pcmap.place.naver.com/restaurant/13299893/review/visitor#
정남옥 노량진점,국밥,서울 동작구 노량진로 148-5 1층,https://pcmap.place.naver.com/restaurant/1748600811/review/visitor#
외양간,"육류,고기요리",서울 동작구 동작대로11길 16 1층,https://pcmap.place.naver.com/restaurant/1655837844/review/visitor#
남해안 횟집,생선회,서울 동작구 사당로30길 157,https://pcmap.place.naver.com/restaurant/32221403/review/visitor#
신지도수산,생선회,서울 동작구 노들로 674 2층 63호,https://pcmap.place.naver.com/restaurant/1017393093/review/visitor#
이레상회,생선회,서울 동작구 노들로 674 노량진 수산물 도매시장 1층 166호,https://pcmap.place.naver.com/restaurant/1660199348/review/visitor#
쿠우쿠우 골드 보라매공원점,"일식,초밥뷔페",서울 동작구 보라매로5가길 16 보라매아카데미타워 7층,https://pcmap.place.naver.com/restaurant/1236623907/review/visitor#
런던수산,생선회,서울 동작구 노들로 674 2층23호,https://pcmap.place.naver.com/restaurant/1470000470/review/visitor#
칠리부대찌개&스테이크,"찌개,전골",서울 동작구 보라매로5가길 16 보라매아카데미타워 2층 칠리부대찌개&스테이크,https://pcmap.place.naver.com/restaurant/1939363592/review/visitor#
백호양대창,"곱창,막창,양",서울 동작구 동작대로25길 30 1층 백호양대창,https://pcmap.place.naver.com/restaurant/1573324272/review/visitor#
화설 이수직영점,"육류,고기요리",서울 동작구 동작대로25길 13 1~2층,https://pcmap.place.naver.com/restaurant/1803455149/review/visitor#
육태기 사당본점,"육류,고기요리",서울 동작구 사당로30길 115 1층,https://pcmap.place.naver.com/restaurant/1449510291/review/visitor#
진주식당,생선회,서울 동작구 노들로 674 노량진수산물도매시장 5층 진주식당,https://pcmap.place.naver.com/restaurant/771196897/review/visitor#
노량진 대부도,생선회,"서울 동작구 노들로 674 1층 활어 86, 87호",https://pcmap.place.naver.com/restaurant/1995480417/review/visitor#
노량진수산시장 청양수산 횟집,생선회,서울 동작구 노들로 674 노량진수산시장 1층 활어 40호,https://pcmap.place.naver.com/restaurant/37064618/review/visitor#
오드리곱창,"곱창,막창,양",서울 동작구 동작대로7길 65 1층,https://pcmap.place.naver.com/restaurant/1139062420/review/visitor#
라시에스타,이탈리아음식,서울 동작구 동작대로 21 양지빌딩 6층 라시에스타,https://pcmap.place.naver.com/restaurant/13470609/review/visitor#
오징어야,생선회,서울 동작구 만양로14길 9,https://pcmap.place.naver.com/restaurant/18750387/review/visitor#
이수가 본점,한식,서울 동작구 동작대로29가길 30 1층,https://pcmap.place.naver.com/restaurant/1892429880/review/visitor#
달리181 상도점,양식,서울 동작구 성대로3길 7 1층,https://pcmap.place.naver.com/restaurant/1051760377/review/visitor#
이수곱창,"곱창,막창,양",서울 동작구 동작대로27가길 6-4 1층 이수곱창,https://pcmap.place.naver.com/restaurant/19497409/review/visitor#
일품돈 사당본점,"육류,고기요리",서울 동작구 동작대로3길 15 1층,https://pcmap.place.naver.com/restaurant/1503526469/review/visitor#
사당광안리,생선회,서울 동작구 동작대로7길 5,https://pcmap.place.naver.com/restaurant/38337348/review/visitor#
참치마니아,생선회,서울 동작구 동작대로7길 12 2층,https://pcmap.place.naver.com/restaurant/1440276406/review/visitor#
마요네즈 사당점,이자카야,서울 동작구 사당로30길 140 1층,https://pcmap.place.naver.com/restaurant/1540250111/review/visitor#
하늘채본관,한식,서울 동작구 노들로 674 5층,https://pcmap.place.naver.com/restaurant/1925998944/review/visitor#
진달래실비 사당점,요리주점,서울 동작구 동작대로7길 70 2층,https://pcmap.place.naver.com/restaurant/1929238466/review/visitor#
머치커피,"카페,디저트",서울 동작구 동작대로9길 43 1층,https://pcmap.place.naver.com/restaurant/1174637997/review/visitor#
MISFITS,햄버거,서울 동작구 동작대로3길 30 1층 MISFITS,https://pcmap.place.naver.com/restaurant/37801475/review/visitor#
코시 이수점,"우동,소바","서울 동작구 사당로 300 1층 126호, 127호",https://pcmap.place.naver.com/restaurant/1576270914/review/visitor#
서일순대국,"순대,순댓국",서울 동작구 여의대방로22길 20,https://pcmap.place.naver.com/restaurant/12026971/review/visitor#
이수쭈꾸미 본점,주꾸미요리,서울 동작구 사당로29가길 41 1층,https://pcmap.place.naver.com/restaurant/1524081652/review/visitor#
소담촌 사당직영점,샤브샤브,서울 동작구 동작대로 43 5층,https://pcmap.place.naver.com/restaurant/1376146445/review/visitor#
꼬목집 남성역점,"육류,고기요리",서울 동작구 사당로 253-3 1층 꼬목집,https://pcmap.place.naver.com/restaurant/1172693838/review/visitor#
스시로로,"초밥,롤",서울 동작구 동작대로23길 29 1층,https://pcmap.place.naver.com/restaurant/21818239/review/visitor#
킷쵸,이자카야,서울 동작구 동작대로7길 98 2층 kitcho,https://pcmap.place.naver.com/restaurant/1577085005/review/visitor#
훈감동,일식당,서울 동작구 동작대로9길 4 1층 훈감동,https://pcmap.place.naver.com/restaurant/1169669465/review/visitor#
운봉산장,"육류,고기요리",서울 동작구 장승배기로 118-1 신응범치과의원,https://pcmap.place.naver.com/restaurant/19867548/review/visitor#
꿀때기곱창,"곱창,막창,양",서울 동작구 동작대로7길 84 1층,https://pcmap.place.naver.com/restaurant/150188619/review/visitor#
이수갈비연구소,한식,서울 동작구 동작대로23길 10 1층 갈비연구소,https://pcmap.place.naver.com/restaurant/1675801137/review/visitor#
캉캉싸롱,요리주점,"서울 동작구 사당로30길 108 2, 3층",https://pcmap.place.naver.com/restaurant/1434141233/review/visitor#
은희네 온집닭떡볶이 상도본점,종합분식,서울 동작구 상도로41길 35 1층,https://pcmap.place.naver.com/restaurant/1586077043/review/visitor#
초와밥,"초밥,롤",서울 동작구 동작대로5길 8 2층,https://pcmap.place.naver.com/restaurant/37447037/review/visitor#
호요,이자카야,서울 동작구 동작대로13길 6-7 1층 호요,https://pcmap.place.naver.com/restaurant/684793218/review/visitor#
대원수산,생선회,서울 동작구 노들로 674 노량진수산시장 남2문 53~54호,https://pcmap.place.naver.com/restaurant/37911214/review/visitor#
목구멍 이수점,"육류,고기요리",서울 동작구 동작대로27길 16-4,https://pcmap.place.naver.com/restaurant/1140389744/review/visitor#
전주전집,"전통,민속주점",서울 동작구 동작대로7길 19,https://pcmap.place.naver.com/restaurant/13419356/review/visitor#
부오나 포카치아,"카페,디저트",서울 동작구 사당로26길 125 1층,https://pcmap.place.naver.com/restaurant/1049101585/review/visitor#
아빠맘 명품스시,"초밥,롤",서울 동작구 여의대방로 210 1층,https://pcmap.place.naver.com/restaurant/1284812183/review/visitor#
후라토식당 이수역점,일식당,서울 동작구 사당로28길 6 2층,https://pcmap.place.naver.com/restaurant/1664532508/review/visitor#
페니힐스 커피스테이션,카페,"서울 동작구 동작대로1길 10-14 새롬빌딩 1,2층",https://pcmap.place.naver.com/restaurant/32227337/review/visitor#
올레요횟집,생선회,서울 동작구 사당로30길 150,https://pcmap.place.naver.com/restaurant/1188201437/review/visitor#
경아식당 노량진점,"찌개,전골",서울 동작구 만양로18길 10 2층 경아식당,https://pcmap.place.naver.com/restaurant/1120581916/review/visitor#
스톤504 스테이크하우스,"스테이크,립",서울 동작구 상도로61길 54 1층 스톤504 스테이크하우스,https://pcmap.place.naver.com/restaurant/36778913/review/visitor#
모스키친 신대방삼거리,돈가스,서울 동작구 보라매로 91 1층,https://pcmap.place.naver.com/restaurant/1519242415/review/visitor#
다독이네 숯불구이,"육류,고기요리",서울 동작구 노량진로 106-5 1층,https://pcmap.place.naver.com/restaurant/1404508364/review/visitor#
늘조은한우마을,"육류,고기요리",서울 동작구 사당로29가길 47,https://pcmap.place.naver.com/restaurant/1602560745/review/visitor#
하얼빈양꼬치,양꼬치,서울 동작구 노량진로8길 53 1층,https://pcmap.place.naver.com/restaurant/1313928467/review/visitor#
주월 이수역점,이자카야,서울 동작구 동작대로27다길 11 1층,https://pcmap.place.naver.com/restaurant/1861137272/review/visitor#
카츠디나인 신대방삼거리 본점,돈가스,서울 동작구 국사봉1길 12-5 1층,https://pcmap.place.naver.com/restaurant/1102241191/review/visitor#
경성상회,생선회,서울 동작구 노들로 674 노량진수산시장 신건물 1층 104호105호106호,https://pcmap.place.naver.com/restaurant/1233254542/review/visitor#
,,,https://pcmap.place.naver.com/restaurant/31842610/review/visitor#
우아한밀실,소고기구이,서울 동작구 양녕로 274 3층,https://pcmap.place.naver.com/restaurant/1727309572/review/visitor#
수산회관,"매운탕,해물탕",서울 동작구 노들로 674 노량진수산시장2층(수협은행 옆),https://pcmap.place.naver.com/restaurant/37993135/review/visitor#
등나무집,"곰탕,설렁탕",서울 동작구 대림로 52,https://pcmap.place.naver.com/restaurant/19866550/review/visitor#
쿠라쿠라 참치,일식당,서울 동작구 동작대로 39 2층,https://pcmap.place.naver.com/restaurant/1386862969/review/visitor#
낙성곱창,"곱창,막창,양",서울 동작구 동작대로19길 60,https://pcmap.place.naver.com/restaurant/19877338/review/visitor#
뚜스뚜스 흑석역점,브런치,서울 동작구 현충로 75 원불교기념관 1층,https://pcmap.place.naver.com/restaurant/1003725520/review/visitor#
부산자갈치,생선회,서울 동작구 노들로 674,https://pcmap.place.naver.com/restaurant/1875778803/review/visitor#
면식당 숭실대점,일식당,서울 동작구 사당로 24 2층,https://pcmap.place.naver.com/restaurant/1936651352/review/visitor#
빕스 대방점,패밀리레스토랑,서울 동작구 노량진로 2,https://pcmap.place.naver.com/restaurant/11621627/review/visitor#
시너리,베이커리,서울 동작구 사당로25가길 1 1층,https://pcmap.place.naver.com/restaurant/1022273433/review/visitor#
조가네갑오징어 사당점,오징어요리,서울 동작구 남부순환로271길 24 1층,https://pcmap.place.naver.com/restaurant/33471354/review/visitor#
순천집,한식,서울 동작구 노량진로 80 노량진큐브스테이트 오피스텔 2층,https://pcmap.place.naver.com/restaurant/11857246/review/visitor#
기꾸참치,생선회,서울 동작구 남부순환로271길 14 2층,https://pcmap.place.naver.com/restaurant/38018791/review/visitor#
72420 사당본점,72420,서울 동작구 동작대로1길 50 1층,https://pcmap.place.naver.com/restaurant/31413905/review/visitor#
솥고집 사당점,"육류,고기요리","서울 동작구 사당로 305 1, 2층",https://pcmap.place.naver.com/restaurant/1991835614/review/visitor#
푸른바다,생선회,"서울 동작구 노들로 674 노량진수산시장 2층 활어 2-16, 2-17호",https://pcmap.place.naver.com/restaurant/566080414/review/visitor#
돈박집 이수본점,돼지고기구이,서울 동작구 사당로 257 1층,https://pcmap.place.naver.com/restaurant/1826657355/review/visitor#
시간을 들이다,베이커리,서울 동작구 보라매로 80 1층,https://pcmap.place.naver.com/restaurant/633094958/review/visitor#
수목식당,국수,서울 동작구 서달로14나길 28,https://pcmap.place.naver.com/restaurant/36183674/review/visitor#
미소네,생선회,서울 동작구 동작대로7길 32,https://pcmap.place.naver.com/restaurant/38009586/review/visitor#
해운대식당,생선회,서울 동작구 노들로 674,https://pcmap.place.naver.com/restaurant/1052233146/review/visitor#
낯선한식븟다,요리주점,서울 동작구 사당로30길 28 1층,https://pcmap.place.naver.com/restaurant/1971062401/review/visitor#
참오리전문점,오리요리,서울 동작구 사당로 307-10,https://pcmap.place.naver.com/restaurant/20717348/review/visitor#
온클라우드나인,"카페,디저트",서울 동작구 사당로26길 109 1층 101호 온클라우드나인,https://pcmap.place.naver.com/restaurant/1442187704/review/visitor#
도로도로커피숍,"카페,디저트",서울 동작구 노량진로 145 1층,https://pcmap.place.naver.com/restaurant/1758692496/review/visitor#
원조부안집 신대방삼거리역점,돼지고기구이,서울 동작구 상도로12길 20 1층,https://pcmap.place.naver.com/restaurant/1954649825/review/visitor#
청와옥 사당직영점,"순대,순댓국",서울 동작구 동작대로 71,https://pcmap.place.naver.com/restaurant/1929337126/review/visitor#
하늘채별관,한식,서울 동작구 노들로 674 노량진수산시장 5층 하늘채별관,https://pcmap.place.naver.com/restaurant/1181674860/review/visitor#
중앙식당,생선회,서울 동작구 노들로 674 노량진수산시장 2층 중앙식당,https://pcmap.place.naver.com/restaurant/38506868/review/visitor#
의리수산,생선회,서울 동작구 노들로 674,https://pcmap.place.naver.com/restaurant/1612728626/review/visitor#
고기굽는방앗간 이수역점,"육류,고기요리","서울 동작구 동작대로27가길 41 1, 2층",https://pcmap.place.naver.com/restaurant/1163373673/review/visitor#
주월,이자카야,서울 동작구 동작대로7길 62 1층,https://pcmap.place.naver.com/restaurant/1593737571/review/visitor#
크런디,요리주점,서울 동작구 흑석로 97 2층,https://pcmap.place.naver.com/restaurant/1669485171/review/visitor#
ATMOSFERA,이탈리아음식,서울 동작구 동작대로7길 102 2층,https://pcmap.place.naver.com/restaurant/1713629755/review/visitor#
사당돈,돼지고기구이,서울 동작구 사당로30길 159 1층,https://pcmap.place.naver.com/restaurant/1293051430/review/visitor#
달비촌대구막창 직영점,"곱창,막창,양",서울 동작구 동작대로1길 52,https://pcmap.place.naver.com/restaurant/20903590/review/visitor#
신라스테이 구로 카페,뷔페,서울 동작구 시흥대로 596 신라스테이구로 2층,https://pcmap.place.naver.com/restaurant/38553122/review/visitor#
영일만,생선회,서울 동작구 남부순환로271길 27,https://pcmap.place.naver.com/restaurant/20601342/review/visitor#
바른황소곱창,"곱창,막창,양",서울 동작구 동작대로7길 4 1층 바른황소곱창,https://pcmap.place.naver.com/restaurant/914843917/review/visitor#
감성필,"찌개,전골",서울 동작구 동작대로9길 7 1층 감성필,https://pcmap.place.naver.com/restaurant/1124567002/review/visitor#
서산안면도,생선회,서울 동작구 노들로 688,https://pcmap.place.naver.com/restaurant/36011223/review/visitor#
빈빈양꼬치 본점,양꼬치,서울 동작구 남부순환로271길 31,https://pcmap.place.naver.com/restaurant/21668521/review/visitor#
파니모들,"카페,디저트",서울 동작구 동작대로 153 원옥빌딩 1층,https://pcmap.place.naver.com/restaurant/1058105965/review/visitor#
노들솥뚜껑,"육류,고기요리",서울 동작구 만양로18길 14 1층,https://pcmap.place.naver.com/restaurant/1879423846/review/visitor#
와우신내떡,떡볶이,서울 동작구 만양로14가길 3 1층,https://pcmap.place.naver.com/restaurant/12822861/review/visitor#
상남스시,"초밥,롤",서울 동작구 여의대방로24길 64 1층,https://pcmap.place.naver.com/restaurant/37691264/review/visitor#
황금수산,생선회,서울 동작구 상도로 48 1층,https://pcmap.place.naver.com/restaurant/1362497823/review/visitor#
터방내,카페,서울 동작구 흑석로 101-7,https://pcmap.place.naver.com/restaurant/19885998/review/visitor#
심원,중식당,서울 동작구 신대방길 107 1층,https://pcmap.place.naver.com/restaurant/1463319269/review/visitor#
노아이디어피자 이수본점,피자,서울 동작구 동작대로33가길 5 1층 102호,https://pcmap.place.naver.com/restaurant/1071004649/review/visitor#
윤공 Korean Bistro,요리주점,서울 동작구 동작대로7길 49 1층,https://pcmap.place.naver.com/restaurant/1226807259/review/visitor#
돌쇠와석쇠 남성점,돼지고기구이,서울 동작구 솔밭로 110,https://pcmap.place.naver.com/restaurant/13558011/review/visitor#
노량진수산시장횟집 태평양수산,생선회,서울 동작구 노들로 674 활어1층 119호,https://pcmap.place.naver.com/restaurant/33879439/review/visitor#
맛있는뎅,"오뎅,꼬치",서울 동작구 동작대로7길 21 1층 맛있는뎅,https://pcmap.place.naver.com/restaurant/1094384766/review/visitor#
함지박,한식,서울 동작구 상도로37길 68-1 1층,https://pcmap.place.naver.com/restaurant/20876679/review/visitor#
꾸숑,양식,서울 동작구 동작대로 157-4 우측 1층,https://pcmap.place.naver.com/restaurant/1933328109/review/visitor#
탭하우스더슈라인,양식,서울 동작구 상도로37길 32 1층,https://pcmap.place.naver.com/restaurant/37704358/review/visitor#
닭발집,닭발,서울 동작구 장승배기로 123-1 2층,https://pcmap.place.naver.com/restaurant/38003229/review/visitor#
커리야,인도음식,서울 동작구 흑석로 97-4 1층 커리야,https://pcmap.place.naver.com/restaurant/38692918/review/visitor#
신사펍 이수,"맥주,호프",서울 동작구 동작대로 129 이호빌딩 4층,https://pcmap.place.naver.com/restaurant/219290126/review/visitor#
팔각도 이수역점,닭갈비,서울 동작구 동작대로27다길 12 1층,https://pcmap.place.naver.com/restaurant/1628637260/review/visitor#
정작가의 막걸리집,"전통,민속주점",서울 동작구 동작대로33가길 8,https://pcmap.place.naver.com/restaurant/1982822981/review/visitor#
구름산추어탕 은평구청점,추어탕,서울 은평구 서오릉로 6 1층 101호,https://pcmap.place.naver.com/restaurant/1079904754/review/visitor#
고공 역촌점,"육류,고기요리",서울 은평구 진흥로 120-1 1층 고공 역촌점,https://pcmap.place.naver.com/restaurant/1787075356/review/visitor#
쿠우쿠우 연신내점,"일식,초밥뷔페",서울 은평구 통일로 856 메트로타워 6층,https://pcmap.place.naver.com/restaurant/1412921364/review/visitor#
태백산생고기,소고기구이,서울 은평구 연서로 205 1층 태백산생고기,https://pcmap.place.naver.com/restaurant/694411058/review/visitor#
벌교 맛집,"해물,생선요리",서울 은평구 연서로17길 18-9 1층,https://pcmap.place.naver.com/restaurant/20700474/review/visitor#
보들이족발,"족발,보쌈",서울 은평구 연서로 230-10 보들이족발,https://pcmap.place.naver.com/restaurant/19878328/review/visitor#
하남돼지집 연신내1호점,돼지고기구이,서울 은평구 연서로 200 2층,https://pcmap.place.naver.com/restaurant/283964259/review/visitor#
로타리곱창타운 연신내본점,"곱창,막창,양",서울 은평구 연서로27길 20-17 1층 독채,https://pcmap.place.naver.com/restaurant/1576881820/review/visitor#
옥탑방,돼지고기구이,서울 은평구 서오릉로 115 1층 옥탑방,https://pcmap.place.naver.com/restaurant/1881113859/review/visitor#
돈장군,"육류,고기요리",서울 은평구 진흥로 116 1층,https://pcmap.place.naver.com/restaurant/1594971989/review/visitor#
경주식당 연신내점,한식,"서울 은평구 연서로27길 13-8 1, 2층 경주식당 연신내점",https://pcmap.place.naver.com/restaurant/1484070054/review/visitor#
충무칼국수,"칼국수,만두",서울 은평구 은평로 193 2층 충무칼국수,https://pcmap.place.naver.com/restaurant/32174829/review/visitor#
을지로냉삼정밀,"육류,고기요리",서울 은평구 응암로4길 27-2 1층,https://pcmap.place.naver.com/restaurant/1881451413/review/visitor#
두꺼비집,오징어요리,서울 은평구 연서로28길 5 185-33 두꺼비집,https://pcmap.place.naver.com/restaurant/33875198/review/visitor#
1인1잔,"카페,디저트",서울 은평구 연서로 534,https://pcmap.place.naver.com/restaurant/1101064446/review/visitor#
쌩판 연신내본점,이자카야,서울 은평구 연서로27길 20-9 1층,https://pcmap.place.naver.com/restaurant/1587374740/review/visitor#
우기와,요리주점,서울 은평구 진관3로 67 905동 1층 104호,https://pcmap.place.naver.com/restaurant/1606077212/review/visitor#
강화통통생고기 응암점,강화통통생고기,서울 은평구 응암로13길 27-1 1층,https://pcmap.place.naver.com/restaurant/1397602613/review/visitor#
몬슈,"카페,디저트",서울 은평구 연서로 302 1층,https://pcmap.place.naver.com/restaurant/1802307109/review/visitor#
스테이165,양식,서울 은평구 연서로27길 16-5,https://pcmap.place.naver.com/restaurant/1130941959/review/visitor#
핵밥 연신내점,덮밥,서울 은평구 연서로29길 4-1,https://pcmap.place.naver.com/restaurant/1320007478/review/visitor#
1인1상,브런치,서울 은평구 연서로 534 4층/5층,https://pcmap.place.naver.com/restaurant/274185546/review/visitor#
삼청동샤브 구파발역점,샤브샤브,"서울 은평구 진관3로 11 은평뉴타운힐데스하임 101동 1층 120,121호",https://pcmap.place.naver.com/restaurant/1646918354/review/visitor#
명륜진사갈비 은평구청점,"육류,고기요리",서울 은평구 은평로 192 1층,https://pcmap.place.naver.com/restaurant/1076585049/review/visitor#
홍계화 연신내본점,요리주점,서울 은평구 연서로27길 8-7 1층,https://pcmap.place.naver.com/restaurant/1826906525/review/visitor#
훈연가,"육류,고기요리",서울 은평구 연서로29길 17-6 1층,https://pcmap.place.naver.com/restaurant/1607404551/review/visitor#
명륜진사갈비 구파발점,"육류,고기요리",서울 은평구 진관3로 37 에코테라스 1층/ 지하주차장 3시간 무료주차,https://pcmap.place.naver.com/restaurant/1138933645/review/visitor#
포항물회,생선회,서울 은평구 통일로83길 15-1 1층,https://pcmap.place.naver.com/restaurant/1337173070/review/visitor#
압구정화로구이 응암점,"육류,고기요리",서울 은평구 은평로 159 1층,https://pcmap.place.naver.com/restaurant/1519254057/review/visitor#
한사발포차 연신내점,요리주점,서울 은평구 연서로29길 14-4 1층(갈현동),https://pcmap.place.naver.com/restaurant/1096132356/review/visitor#
스시온도,"초밥,롤",서울 은평구 불광천길 536 에필리움 1층 스시온도,https://pcmap.place.naver.com/restaurant/1696006795/review/visitor#
빠삭튀김,종합분식,서울 은평구 은평로 92 빠삭튀김,https://pcmap.place.naver.com/restaurant/37992354/review/visitor#
뉴욕스트립,양식,서울 은평구 수색로 190 증산동빌딩 뉴욕스트립,https://pcmap.place.naver.com/restaurant/1487354212/review/visitor#
백년고기 이베리코 블랙,"육류,고기요리",서울 은평구 진흥로 57 이마트옆 서부경찰서 맞은편 주차가능,https://pcmap.place.naver.com/restaurant/1050725474/review/visitor#
YM COFFEE HOUSE,카페,서울 은평구 연서로29길 21-8 1층,https://pcmap.place.naver.com/restaurant/37064850/review/visitor#
뭉텅 연신내점,돼지고기구이,서울 은평구 연서로29길 22 1층 뭉텅,https://pcmap.place.naver.com/restaurant/1273652338/review/visitor#
다온카츠 연신내본점,일식당,서울 은평구 연서로29길 21-11 1.5층 다온카츠,https://pcmap.place.naver.com/restaurant/1816689066/review/visitor#
서남갈비,"육류,고기요리",서울 은평구 진흥로15길 18 1층 서남갈비,https://pcmap.place.naver.com/restaurant/1011008409/review/visitor#
상록회관연탄구이 연신내점,돼지고기구이,서울 은평구 연서로29길 20-17 1층,https://pcmap.place.naver.com/restaurant/1367143304/review/visitor#
연서의 정원,"카페,디저트",서울 은평구 연서로 253-7 연서의 정원,https://pcmap.place.naver.com/restaurant/1112098724/review/visitor#
탕면,중식당,서울 은평구 진관3로 33 꿈에그린 상가 b111호,https://pcmap.place.naver.com/restaurant/1206243768/review/visitor#
정거장뒤,퓨전음식,서울 은평구 응암로12길 21 우측,https://pcmap.place.naver.com/restaurant/1389150767/review/visitor#
타코박스 연신내점,"멕시코,남미음식",서울 은평구 연서로27길 20-14 1층,https://pcmap.place.naver.com/restaurant/1825199677/review/visitor#
횟집산이네,생선회,서울 은평구 통일로66길 4-1 1층 횟집산이네,https://pcmap.place.naver.com/restaurant/20742471/review/visitor#
명륜진사갈비 응암점,"육류,고기요리",서울 은평구 응암로 235 1층,https://pcmap.place.naver.com/restaurant/1940965065/review/visitor#
뭉텅 은평본점,돼지고기구이,서울 은평구 은평로 221-1 1층,https://pcmap.place.naver.com/restaurant/1188364421/review/visitor#
야끼니꾸소량 연신내점,"육류,고기요리",서울 은평구 연서로29길 24 1층 야끼니꾸 소량,https://pcmap.place.naver.com/restaurant/1980588842/review/visitor#
운수돈 구파발점,"육류,고기요리",서울 은평구 진관3로 67 905(상가)동 제1층 제101호 운수돈,https://pcmap.place.naver.com/restaurant/1893427507/review/visitor#
아스론가 연신내,양식,서울 은평구 연서로29길 17-3 1층,https://pcmap.place.naver.com/restaurant/1193069264/review/visitor#
심야식당세이지 연신내본점,이자카야,서울 은평구 연서로27길 13-6 심야식당세이지,https://pcmap.place.naver.com/restaurant/37619274/review/visitor#
쿠로,이자카야,서울 은평구 연서로 211-3 2층,https://pcmap.place.naver.com/restaurant/1788964881/review/visitor#
차이몬스터,중식당,서울 은평구 불광천길 334,https://pcmap.place.naver.com/restaurant/36684022/review/visitor#
중화원,중식당,서울 은평구 통일로66길 10-16 1층,https://pcmap.place.naver.com/restaurant/18662530/review/visitor#
도새기식당,돼지고기구이,서울 은평구 갈현로 254-1 1층,https://pcmap.place.naver.com/restaurant/47534939/review/visitor#
롱브레드 은평한옥마을점,브런치,서울 은평구 연서로 530,https://pcmap.place.naver.com/restaurant/1660680786/review/visitor#
플롭 불광천,피자,서울 은평구 불광천길 338 1층,https://pcmap.place.naver.com/restaurant/1112540091/review/visitor#
갈현동할머니떡볶이,떡볶이,서울 은평구 통일로87길 8-1,https://pcmap.place.naver.com/restaurant/19882551/review/visitor#
육회어때 응암점,"육류,고기요리",서울 은평구 응암로11길 15 1층,https://pcmap.place.naver.com/restaurant/1432452946/review/visitor#
산들애건강밥상,한식,서울 은평구 대서문길 43-16,https://pcmap.place.naver.com/restaurant/13561584/review/visitor#
제주마실,"육류,고기요리",서울 은평구 응암로13길 11-10 1층,https://pcmap.place.naver.com/restaurant/1562899594/review/visitor#
아웃백스테이크하우스 구파발점,패밀리레스토랑,서울 은평구 통일로 1080 삼전솔하임 103동 2층,https://pcmap.place.naver.com/restaurant/1508160915/review/visitor#
YM ESPRESSO ROOM,"카페,디저트",서울 은평구 진관3로 67 래미안아파트 909동 상가 1층 101호,https://pcmap.place.naver.com/restaurant/1328693882/review/visitor#
오름집 연신내본점,"찌개,전골",서울 은평구 연서로29길 20-23 2층 오름집,https://pcmap.place.naver.com/restaurant/1607882299/review/visitor#
