가게 이름,업종구분,주소,URL
감동식당 등갈비찜,"육류,고기요리",서울 노원구 한글비석로47길 58 1층,https://pcmap.place.naver.com/restaurant/1475032741/review/visitor#
하이볼테라스 본점,요리주점,서울 노원구 노해로83길 15 2층,https://pcmap.place.naver.com/restaurant/1459750734/review/visitor#
샛별제과,케이크전문,서울 노원구 상계로1길 14-29 2층 201호,https://pcmap.place.naver.com/restaurant/750402764/review/visitor#
경회루,한정식,서울 노원구 동일로 1005 대정빌딩,https://pcmap.place.naver.com/restaurant/11865869/review/visitor#
순대고집 노원점,"순대,순댓국",서울 노원구 노해로 517 1층,https://pcmap.place.naver.com/restaurant/1662191082/review/visitor#
치히로 노원점,일식당,서울 노원구 상계로 76 2층 치히로 노원점,https://pcmap.place.naver.com/restaurant/1838302820/review/visitor#
옛날 칼국수,"칼국수,만두",서울 노원구 동일로 1417,https://pcmap.place.naver.com/restaurant/18030542/review/visitor#
만원수산,생선회,서울 노원구 한글비석로24길 49 노원구 상계동156-137 남양빌딩1층,https://pcmap.place.naver.com/restaurant/37264307/review/visitor#
페페그라노,이탈리아음식,서울 노원구 공릉로32길 5 1층,https://pcmap.place.naver.com/restaurant/1072000938/review/visitor#
제임스키친,"스파게티,파스타전문",서울 노원구 노해로81길 12-26 삼원빌딩 2층,https://pcmap.place.naver.com/restaurant/32636939/review/visitor#
웨이스테이션,"카페,디저트",서울 노원구 화랑로 467 2층,https://pcmap.place.naver.com/restaurant/1024626489/review/visitor#
샤브20 노원 상계점,샤브샤브,서울 노원구 노원로 452 1층,https://pcmap.place.naver.com/restaurant/1601153649/review/visitor#
인생조개,"해물,생선요리",서울 노원구 상계로5길 26 신일빌딩 1층,https://pcmap.place.naver.com/restaurant/1167303874/review/visitor#
지원이네전집,"전,빈대떡",서울 노원구 석계로7길 11 . 지하1층 B101호,https://pcmap.place.naver.com/restaurant/1696673508/review/visitor#
옥된장 노원점,한식,서울 노원구 노해로85길 1 1층,https://pcmap.place.naver.com/restaurant/1477116237/review/visitor#
삼덕식당,돼지고기구이,서울 노원구 상계로5길 9 1층,https://pcmap.place.naver.com/restaurant/1392377008/review/visitor#
엄마마늘보쌈,"족발,보쌈",서울 노원구 석계로 18 엄마마늘보쌈,https://pcmap.place.naver.com/restaurant/1433804135/review/visitor#
시즌,"카페,디저트",서울 노원구 상계로3길 38-2 2층,https://pcmap.place.naver.com/restaurant/1792785194/review/visitor#
설화,중식당,서울 노원구 상계로5길 12 동양상가 2층 설화중화식당 (202-1호),https://pcmap.place.naver.com/restaurant/1840539495/review/visitor#
어글리스토브 노원역점,브런치,서울 노원구 노해로81길 12-21 3층,https://pcmap.place.naver.com/restaurant/37249653/review/visitor#
경복식당,"백반,가정식",서울 노원구 공릉로39길 10 대아아파트 상가 경복식당,https://pcmap.place.naver.com/restaurant/1797596093/review/visitor#
하남돼지집 중계은행점,돼지고기구이,서울 노원구 한글비석로 271 태경빌딩 1층,https://pcmap.place.naver.com/restaurant/35021469/review/visitor#
강경불고기 노원하계점,"육류,고기요리",서울 노원구 한글비석로 127 1층,https://pcmap.place.naver.com/restaurant/1147025647/review/visitor#
스시이안앤 노원역점,"초밥,롤",서울 노원구 노해로81길 12-4 3층 1호,https://pcmap.place.naver.com/restaurant/1516549336/review/visitor#
와와쪽갈비 노원점,돼지고기구이,서울 노원구 상계로 86 1층,https://pcmap.place.naver.com/restaurant/1997309352/review/visitor#
블루마일스커피로스터즈,카페,서울 노원구 동일로190길 65 2층,https://pcmap.place.naver.com/restaurant/1505598385/review/visitor#
니뽕내뽕 노원역점,중식당,서울 노원구 상계로 76 2층,https://pcmap.place.naver.com/restaurant/35928059/review/visitor#
하남돼지집 노원하계점,돼지고기구이,서울 노원구 한글비석로1길 51,https://pcmap.place.naver.com/restaurant/38724497/review/visitor#
노원조개구이무한리필,조개요리,서울 노원구 상계로1길 38-11 201호,https://pcmap.place.naver.com/restaurant/37049969/review/visitor#
경성초밥,"초밥,롤",서울 노원구 공릉로 119-5 1층 좌측 경성초밥,https://pcmap.place.naver.com/restaurant/1453394676/review/visitor#
핏짜굽는언니,피자,서울 노원구 동일로198길 58,https://pcmap.place.naver.com/restaurant/31032820/review/visitor#
파스타한끼 노원본점,이탈리아음식,서울 노원구 상계로5길 19 대광빌딩 1층 파스타한끼노원본점,https://pcmap.place.naver.com/restaurant/1225845295/review/visitor#
쿠방플러스,"카페,디저트",서울 노원구 노원로26길 39 덕산빌딩 1층,https://pcmap.place.naver.com/restaurant/1345715884/review/visitor#
팔각도 상계역점,닭갈비,서울 노원구 한글비석로20길 25 1층,https://pcmap.place.naver.com/restaurant/1904873276/review/visitor#
사랑회수산,생선회,서울 노원구 상계로 104 이노리빙텔,https://pcmap.place.naver.com/restaurant/36428817/review/visitor#
털보고된이 본점,생선구이,서울 노원구 노해로81길 22-22 1층,https://pcmap.place.naver.com/restaurant/701754899/review/visitor#
moodshare,"카페,디저트",서울 노원구 공릉로 119-23 더하우스 1층,https://pcmap.place.naver.com/restaurant/1212622367/review/visitor#
수락이오냉면 노원본점,"칼국수,만두",서울 노원구 동일로237다길 7 창일빌딩,https://pcmap.place.naver.com/restaurant/13164672/review/visitor#
장안동 본참치,생선회,서울 노원구 동일로174길 7 1층,https://pcmap.place.naver.com/restaurant/1239028310/review/visitor#
메모아,브런치,서울 노원구 동일로174길 37-16 1층,https://pcmap.place.naver.com/restaurant/1024231099/review/visitor#
스윗레시피,"카페,디저트",서울 노원구 상계로1길 38 2층 스윗레시피,https://pcmap.place.naver.com/restaurant/37798087/review/visitor#
돈미화로 수락산본점,"육류,고기요리",서울 노원구 동일로242가길 22 1층 102호,https://pcmap.place.naver.com/restaurant/1668473544/review/visitor#
인생한밤,요리주점,서울 노원구 동일로195길 7 103호,https://pcmap.place.naver.com/restaurant/1124444901/review/visitor#
예향정 노원점,한식,서울 노원구 동일로217가길 31 2층,https://pcmap.place.naver.com/restaurant/38549392/review/visitor#
제일콩집,두부요리,서울 노원구 동일로174길 37-8,https://pcmap.place.naver.com/restaurant/11679297/review/visitor#
풍미연,한식,서울 노원구 노해로85길 7 큰집돌솥설렁탕,https://pcmap.place.naver.com/restaurant/32442409/review/visitor#
금쪽,한식,서울 노원구 동일로192가길 9 지상1층,https://pcmap.place.naver.com/restaurant/1557873797/review/visitor#
버거리 은행사거리점,햄버거,서울 노원구 한글비석로 270,https://pcmap.place.naver.com/restaurant/1897822449/review/visitor#
웨일스,"맥주,호프",서울 노원구 공릉로35길 22 1층 웨일스,https://pcmap.place.naver.com/restaurant/1838733370/review/visitor#
코타브레드,베이커리,서울 노원구 공릉로 165 코타브레드,https://pcmap.place.naver.com/restaurant/1917010147/review/visitor#
곳 노원본점,요리주점,서울 노원구 노해로85길 10-55 소담빌 1층 105호 106호,https://pcmap.place.naver.com/restaurant/1123262063/review/visitor#
현덕육회 석계점,한식,서울 노원구 화랑로47길 4 현덕육회,https://pcmap.place.naver.com/restaurant/1208827309/review/visitor#
위플랜트위커피,"카페,디저트",서울 노원구 동일로178길 59-39 2층,https://pcmap.place.naver.com/restaurant/1919675345/review/visitor#
해품장팔팔장어 본점,"장어,먹장어요리",서울 노원구 노원로 192,https://pcmap.place.naver.com/restaurant/387029301/review/visitor#
아웃백스테이크하우스 노원점,패밀리레스토랑,서울 노원구 동일로 1419 디와이홀딩스빌딩 1층,https://pcmap.place.naver.com/restaurant/11848895/review/visitor#
미랑샤브 노원본점,샤브샤브,서울 노원구 동일로192길 37 2층,https://pcmap.place.naver.com/restaurant/1641655132/review/visitor#
회장님댁 노원점,요리주점,서울 노원구 노해로81길 22-22 2층 회장님댁 노원점,https://pcmap.place.naver.com/restaurant/1314429420/review/visitor#
또와순두부수제비,두부요리,서울 노원구 노해로85길 10-8 산호빌딩,https://pcmap.place.naver.com/restaurant/18647609/review/visitor#
플랫커피,"카페,디저트",서울 노원구 공릉로39길 20 1층,https://pcmap.place.naver.com/restaurant/1467633478/review/visitor#
바이레인베이크샵,베이커리,서울 노원구 동일로182길 37-6 1층 바이레인,https://pcmap.place.naver.com/restaurant/1642402650/review/visitor#
미미스낵,요리주점,서울 노원구 노해로81길 16 2층,https://pcmap.place.naver.com/restaurant/1333056623/review/visitor#
휴돈정,돈가스,서울 노원구 동일로191가길 6 104호,https://pcmap.place.naver.com/restaurant/1316857053/review/visitor#
감각,카페,서울 노원구 상계로 77 다나프라자 1층,https://pcmap.place.naver.com/restaurant/1794396162/review/visitor#
소담촌 노원역점,샤브샤브,서울 노원구 상계로 90 마블러스1 2층,https://pcmap.place.naver.com/restaurant/1609606599/review/visitor#
삼정종합어시장,생선회,서울 노원구 동일로192길 47 2층 삼정종합어시장,https://pcmap.place.naver.com/restaurant/1285718642/review/visitor#
루맨틱,와인,서울 노원구 공릉로 104 1층,https://pcmap.place.naver.com/restaurant/1968603134/review/visitor#
숟가락반상 마실,한정식,서울 노원구 노원로 412,https://pcmap.place.naver.com/restaurant/37653080/review/visitor#
호이폴로이커피로스터스,"카페,디저트",서울 노원구 동일로186길 64 상가,https://pcmap.place.naver.com/restaurant/1074070561/review/visitor#
하나샤브샤브 중계본점,샤브샤브,서울 노원구 동일로203가길 29 브라운스톤중계 101호,https://pcmap.place.naver.com/restaurant/350422823/review/visitor#
그남자의덮밥 중계점,한식,서울 노원구 동일로203가길 29 브라운스톤중계 156호 그남자의덮밥,https://pcmap.place.naver.com/restaurant/1540289123/review/visitor#
속초붉은대게,대게요리,서울 노원구 한글비석로 366 신일아파트 상가동 1층,https://pcmap.place.naver.com/restaurant/38588914/review/visitor#
스시마고 롯데백화점 노원점,"초밥,롤",서울 노원구 동일로 1414 지하 1층,https://pcmap.place.naver.com/restaurant/1657571413/review/visitor#
메트로폴리스,베이커리,서울 노원구 동일로178길 11-9 1층 MET,https://pcmap.place.naver.com/restaurant/1815424144/review/visitor#
마들원,오리요리,서울 노원구 공릉로62길 27-11,https://pcmap.place.naver.com/restaurant/1353963866/review/visitor#
달빛돼지,돼지고기구이,서울 노원구 덕릉로83길 20-7 1층,https://pcmap.place.naver.com/restaurant/1033558905/review/visitor#
526,이자카야,서울 노원구 공릉로 112 101호 상호명 526,https://pcmap.place.naver.com/restaurant/1566340124/review/visitor#
화연장,이자카야,서울 노원구 공릉로 191-5 1층,https://pcmap.place.naver.com/restaurant/1890935047/review/visitor#
봉자막창 공릉역점,"곱창,막창,양","서울 노원구 동일로192길 31 1층, 2층",https://pcmap.place.naver.com/restaurant/1194955746/review/visitor#
갓포야,이자카야,서울 노원구 상계로 77 1층 갓포야,https://pcmap.place.naver.com/restaurant/1439751671/review/visitor#
커피베스코 노원점,카페,서울 노원구 상계로 55 위성프라자,https://pcmap.place.naver.com/restaurant/31394989/review/visitor#
예촌 도토리 임자탕 노원점,한정식,서울 노원구 상계로7길 1 1층,https://pcmap.place.naver.com/restaurant/1293972974/review/visitor#
케슬리,카페,서울 노원구 상계로1길 74 104호,https://pcmap.place.naver.com/restaurant/1879294743/review/visitor#
플로레스테이블,"카페,디저트",서울 노원구 상계로5길 12 동양메이저상가 3층 305호,https://pcmap.place.naver.com/restaurant/1246737404/review/visitor#
쭈꾸미도사 공릉점,주꾸미요리,서울 노원구 동일로192길 53 1층,https://pcmap.place.naver.com/restaurant/1835824917/review/visitor#
무명칼국수,"칼국수,만두",서울 노원구 석계로7길 4,https://pcmap.place.naver.com/restaurant/13095857/review/visitor#
장천,중식당,서울 노원구 동일로217가길 11 평화빌딩202호 장천,https://pcmap.place.naver.com/restaurant/38310719/review/visitor#
청와정,"육류,고기요리",서울 노원구 동일로 1611 청와정,https://pcmap.place.naver.com/restaurant/18032973/review/visitor#
호접몽,중식당,서울 노원구 중계로18길 9 에덴프라자205호,https://pcmap.place.naver.com/restaurant/18046251/review/visitor#
미라쥬펍,요리주점,서울 노원구 동일로184길 69-9 2층,https://pcmap.place.naver.com/restaurant/1663939005/review/visitor#
씬머이,베트남음식,서울 노원구 동일로173길 15 1층,https://pcmap.place.naver.com/restaurant/1120806929/review/visitor#
위안바오,"딤섬,중식만두",서울 노원구 동일로 1426 1층 103호,https://pcmap.place.naver.com/restaurant/1223729035/review/visitor#
삼삼뼈국 상계점,한식,서울 노원구 한글비석로 422 101호,https://pcmap.place.naver.com/restaurant/1755246210/review/visitor#
유키가츠&텐동 노원점,돈가스,서울 노원구 공릉로46길 23 상가동 1층 유키가츠&텐동,https://pcmap.place.naver.com/restaurant/1705106572/review/visitor#
하토상의술방,이자카야,서울 노원구 상계로3길 10,https://pcmap.place.naver.com/restaurant/1184799562/review/visitor#
보람,일식당,서울 노원구 공릉로43길 18 1층 102호,https://pcmap.place.naver.com/restaurant/1490005496/review/visitor#
화계장,요리주점,"서울 노원구 동일로190길 49 2층, 옥탑",https://pcmap.place.naver.com/restaurant/1970901796/review/visitor#
미라쥬양과점 공릉철길점,"카페,디저트",서울 노원구 동일로182길 63-21 1층,https://pcmap.place.naver.com/restaurant/1212071877/review/visitor#
중원,중식당,서울 노원구 동일로242가길 36 1층,https://pcmap.place.naver.com/restaurant/1178757277/review/visitor#
이춘복참치 노원점,생선회,서울 노원구 노해로85길 10-7,https://pcmap.place.naver.com/restaurant/32169247/review/visitor#
시드누아 노원본점,카페,서울 노원구 상계로 84,https://pcmap.place.naver.com/restaurant/38019327/review/visitor#
엄마손칼국수,"칼국수,만두",서울 노원구 상계로39길 5,https://pcmap.place.naver.com/restaurant/18071524/review/visitor#
차차,태국음식,서울 노원구 공릉로35길 2,https://pcmap.place.naver.com/restaurant/1142641941/review/visitor#
애슐리퀸즈 2001 중계점,패밀리레스토랑,서울 노원구 동일로204가길 46 2001아울렛 8층,https://pcmap.place.naver.com/restaurant/33666653/review/visitor#
춘보만두,만두,서울 노원구 섬밭로 56 송정빌딩,https://pcmap.place.naver.com/restaurant/19885689/review/visitor#
썸머타이,태국음식,서울 노원구 노해로75길 14-25,https://pcmap.place.naver.com/restaurant/37182977/review/visitor#
육육곱창 노원점,"곱창,막창,양","서울 노원구 상계로5길 32 108호, 109호",https://pcmap.place.naver.com/restaurant/1211731368/review/visitor#
전민규의황제누룽지탕 노원직영점,한식,서울 노원구 노해로77길 14-8,https://pcmap.place.naver.com/restaurant/38008163/review/visitor#
토리코코로 공릉직영점,일본식라면,서울 노원구 공릉로35길 10 지층 토리코코로,https://pcmap.place.naver.com/restaurant/1302996526/review/visitor#
던모스,"카페,디저트",서울 노원구 공릉로27길 8 1층 2층,https://pcmap.place.naver.com/restaurant/1296655542/review/visitor#
기린라멘,일본식라면,서울 노원구 공릉로 209 1층 기린라멘,https://pcmap.place.naver.com/restaurant/1763995759/review/visitor#
디에트로,"스파게티,파스타전문",서울 노원구 동일로182길 36 1층 DIETRO,https://pcmap.place.naver.com/restaurant/1944255749/review/visitor#
연어시장 석계본점,일식당,서울 노원구 석계로 13 1층,https://pcmap.place.naver.com/restaurant/37397791/review/visitor#
써브웨이 노원역점,샌드위치,서울 노원구 노해로 502 KT노원지사 본관1층,https://pcmap.place.naver.com/restaurant/35993523/review/visitor#
원명품생태 본점,"해물,생선요리",서울 노원구 노해로75길 14-27 태성빌딩 1층,https://pcmap.place.naver.com/restaurant/12069466/review/visitor#
아오리의행방불명 노원점,일본식라면,서울 노원구 상계로1길 14-11 에이동 205호,https://pcmap.place.naver.com/restaurant/1352536536/review/visitor#
쪼매매운떡볶이 공릉,떡볶이,서울 노원구 공릉로 208,https://pcmap.place.naver.com/restaurant/20865452/review/visitor#
꽃중년푸줏간,"육류,고기요리",서울 노원구 동일로 1057 태백산 꽃중년푸줏간,https://pcmap.place.naver.com/restaurant/36379097/review/visitor#
멍텅구리즉석떡볶이 공릉점,떡볶이,서울 노원구 공릉로51길 14-2 우림고시원,https://pcmap.place.naver.com/restaurant/13547499/review/visitor#
태릉양꼬치양갈비,양꼬치,서울 노원구 공릉로 110,https://pcmap.place.naver.com/restaurant/313311296/review/visitor#
물속세상조개구이,조개요리,서울 노원구 노해로79길 6-19 나동 1층 6호 물속세상조개구이,https://pcmap.place.naver.com/restaurant/1126763661/review/visitor#
강남한우정육식당,정육식당,서울 서초구 강남대로6길 5,https://pcmap.place.naver.com/restaurant/36233324/review/visitor#
큐브뮤직타운,요리주점,"서울 서초구 서초대로77길 58 3, 4, 5층",https://pcmap.place.naver.com/restaurant/36333668/review/visitor#
이자카야나무 서초점,이자카야,서울 서초구 서초대로75길 23 지하1층~지상4층,https://pcmap.place.naver.com/restaurant/37725304/review/visitor#
자매수산 강남본점,생선회,서울 서초구 사평대로56길 12 1층 자매수산,https://pcmap.place.naver.com/restaurant/36310038/review/visitor#
사보텐 신논현점,돈가스,서울 서초구 서초대로77길 62 강남역 IPARK 1층,https://pcmap.place.naver.com/restaurant/32315528/review/visitor#
디오디아2.0,뷔페,서울 서초구 강남대로 213 엘타워 4층,https://pcmap.place.naver.com/restaurant/12950069/review/visitor#
낙원타코 강남역점,"멕시코,남미음식",서울 서초구 서초대로73길 7 2층,https://pcmap.place.naver.com/restaurant/1094851432/review/visitor#
바다당,생선회,서울 서초구 방배천로4길 26 2층,https://pcmap.place.naver.com/restaurant/1494363706/review/visitor#
텍사스데브라질 센트럴시티점,"스테이크,립",서울 서초구 사평대로 205,https://pcmap.place.naver.com/restaurant/36995509/review/visitor#
오감쭈꾸미,주꾸미요리,서울 서초구 방배천로 12-11,https://pcmap.place.naver.com/restaurant/38019113/review/visitor#
미담재 양재역점,한식,서울 서초구 남부순환로 2644 1층,https://pcmap.place.naver.com/restaurant/1419339898/review/visitor#
플랫나인,바(BAR),서울 서초구 강남대로65길 10 5층,https://pcmap.place.naver.com/restaurant/1793702349/review/visitor#
린참치,생선회,서울 서초구 강남대로43길 17 유경빌딩,https://pcmap.place.naver.com/restaurant/12802904/review/visitor#
호왕,소고기구이,서울 서초구 서초대로 91 1층 호왕,https://pcmap.place.naver.com/restaurant/36298567/review/visitor#
JW 메리어트 호텔 서울 타마유라,일식당,서울 서초구 신반포로 176 JW 메리어트 호텔 서울 2층,https://pcmap.place.naver.com/restaurant/1251661551/review/visitor#
갈비사랑 양재본점,"육류,고기요리",서울 서초구 강남대로 204 갈비사랑,https://pcmap.place.naver.com/restaurant/37233088/review/visitor#
리에또,"스파게티,파스타전문",서울 서초구 방배천로4안길 20,https://pcmap.place.naver.com/restaurant/37221619/review/visitor#
도우룸,이탈리아음식,서울 서초구 동광로 99 2층,https://pcmap.place.naver.com/restaurant/37351441/review/visitor#
하이디라오 서초지점,중식당,서울 서초구 서초대로77길 54 2층 하이디라오 훠궈,https://pcmap.place.naver.com/restaurant/38314432/review/visitor#
로리스 더 프라임 립,"스테이크,립",서울 서초구 서초대로 411 GT TOWER 3층,https://pcmap.place.naver.com/restaurant/33562781/review/visitor#
보글이 생태탕왕코다리 양재역점,"해물,생선요리",서울 서초구 강남대로37길 56-18 서초에메랄드빌딩 1층,https://pcmap.place.naver.com/restaurant/1932467805/review/visitor#
이가네양꼬치 양재2호직영점,양꼬치,서울 서초구 마방로2길 68,https://pcmap.place.naver.com/restaurant/240373085/review/visitor#
석문어 양재점,한식,서울 서초구 강남대로37길 46 1층,https://pcmap.place.naver.com/restaurant/1702897215/review/visitor#
디엠룸술집 강남점,요리주점,서울 서초구 서초대로77길 58,https://pcmap.place.naver.com/restaurant/1070316921/review/visitor#
정성해장국 교대본점,해장국,서울 서초구 반포대로28길 46 1동 나호,https://pcmap.place.naver.com/restaurant/1467525034/review/visitor#
온센 강남점,일식당,서울 서초구 서초대로73길 42 리가스퀘어 1층 111호,https://pcmap.place.naver.com/restaurant/1250740851/review/visitor#
차알 파미에스테이션점,중식당,서울 서초구 사평대로 205 파미에스테이션 2층,https://pcmap.place.naver.com/restaurant/1433741819/review/visitor#
이자카야나무 사당점,이자카야,"서울 서초구 방배천로2길 25 2층, 3층",https://pcmap.place.naver.com/restaurant/1926988980/review/visitor#
감격시대,"육류,고기요리",서울 서초구 서초대로50길 104 코랜드빌딩,https://pcmap.place.naver.com/restaurant/37128226/review/visitor#
고깃집열,"육류,고기요리",서울 서초구 서초대로78길 48 2층,https://pcmap.place.naver.com/restaurant/1879127565/review/visitor#
육품,돼지고기구이,서울 서초구 강남대로65길 12 2층 육품,https://pcmap.place.naver.com/restaurant/1445634411/review/visitor#
은행골 강남역점,"초밥,롤",서울 서초구 서초대로75길 34 3층 은행골,https://pcmap.place.naver.com/restaurant/1880609487/review/visitor#
교대이층집 교대본점,"육류,고기요리",서울 서초구 서초대로50길 24 청화빌딩 2층,https://pcmap.place.naver.com/restaurant/35624097/review/visitor#
미담재 교대역점,한식,서울 서초구 서초중앙로24길 27 지하1층,https://pcmap.place.naver.com/restaurant/1742138275/review/visitor#
정고기,"육류,고기요리",서울 서초구 강남대로34길 43 2층,https://pcmap.place.naver.com/restaurant/1835295363/review/visitor#
JW 메리어트 호텔 서울 플레이버즈,뷔페,서울 서초구 신반포로 176 JW 메리어트 호텔 서울 2층,https://pcmap.place.naver.com/restaurant/1736859138/review/visitor#
상석 논현본점,요리주점,서울 서초구 사평대로57길 98 1층 상석 논현본점,https://pcmap.place.naver.com/restaurant/1274639097/review/visitor#
케르반 파미에스테이션,아시아음식,서울 서초구 사평대로 205 2층 에프피 216호,https://pcmap.place.naver.com/restaurant/1679079727/review/visitor#
더 리버사이드 호텔 뷔페 더가든키친,뷔페,서울 서초구 강남대로107길 6 1층,https://pcmap.place.naver.com/restaurant/18282060/review/visitor#
매우매오 파미에스테이션 강남점,"육류,고기요리",서울 서초구 사평대로 205 파미에스테이션 2층 FP213호,https://pcmap.place.naver.com/restaurant/1281893938/review/visitor#
봉산옥 서초동본점,한식,서울 서초구 반포대로8길 5-6 1층 봉산옥,https://pcmap.place.naver.com/restaurant/11851001/review/visitor#
이자카야 열,이자카야,서울 서초구 강남대로 345 2층,https://pcmap.place.naver.com/restaurant/1891067989/review/visitor#
갈비세상 양재본점,"육류,고기요리",서울 서초구 남부순환로350길 17,https://pcmap.place.naver.com/restaurant/12981147/review/visitor#
놉스 서래마을점,"스테이크,립",서울 서초구 동광로 95-1 1층,https://pcmap.place.naver.com/restaurant/1571026521/review/visitor#
최고의 한우 명우,소고기구이,서울 서초구 나루터로 75 금산빌딩1층,https://pcmap.place.naver.com/restaurant/33585987/review/visitor#
신미경정통춘천닭갈비,닭갈비,서울 서초구 방배로16길 11-3,https://pcmap.place.naver.com/restaurant/20770023/review/visitor#
도셰프,이탈리아음식,서울 서초구 강남대로89길 14,https://pcmap.place.naver.com/restaurant/19594193/review/visitor#
서울붕어베이커리,베이커리,서울 서초구 강남대로61길 17 밀라텔 쉐르빌,https://pcmap.place.naver.com/restaurant/1984477255/review/visitor#
다리원,중식당,서울 서초구 효령로31길 6 1층 중식당,https://pcmap.place.naver.com/restaurant/20225689/review/visitor#
백화네부엌,요리주점,서울 서초구 바우뫼로41길 84 1층,https://pcmap.place.naver.com/restaurant/38709080/review/visitor#
백년옥,두부요리,서울 서초구 남부순환로 2407,https://pcmap.place.naver.com/restaurant/11678686/review/visitor#
딘타이펑 강남점,중식당,서울 서초구 서초대로73길 12 세계빌딩,https://pcmap.place.naver.com/restaurant/11845459/review/visitor#
세광양대창 교대본점,"곱창,막창,양","서울 서초구 반포대로28길 79 1, 2층",https://pcmap.place.naver.com/restaurant/1010064415/review/visitor#
정담이 깃든 사랑채,한식,서울 서초구 방배천로2길 7 2층 정담이 깃든 사랑채,https://pcmap.place.naver.com/restaurant/92093012/review/visitor#
정담은,한식,서울 서초구 방배천로2길 15 지하1층 정담은,https://pcmap.place.naver.com/restaurant/20054517/review/visitor#
